DATE,PRCP,TMAX,TMIN,drougth
12/01/1968,0.45,45,39,True
13/01/1968,0.54,54,44,True
14/01/1968,0.36,59,50,True
15/01/1968,0.23,53,40,True
16/01/1968,0.1,47,38,True
17/01/1968,0.28,49,37,True
18/01/1968,0.47,53,42,True
19/01/1968,1.18,52,45,True
20/01/1968,0.84,59,50,True
21/01/1968,0.03,56,47,True
22/01/1968,0.0,49,44,False
23/01/1968,0.0,55,41,False
24/01/1968,0.02,56,35,True
25/01/1968,0.01,39,33,True
26/01/1968,0.01,41,31,True
27/01/1968,0.0,37,26,False
28/01/1968,0.01,36,25,True
29/01/1968,0.18,35,29,True
30/01/1968,0.14,38,29,True
31/01/1968,0.37,40,35,True
01/02/1968,0.29,48,37,True
02/02/1968,0.71,55,42,True
03/02/1968,1.29,54,43,True
04/02/1968,0.0,51,39,False
05/02/1968,0.0,47,37,False
06/02/1968,0.0,54,37,False
07/02/1968,0.0,60,35,False
08/02/1968,0.0,55,33,False
09/02/1968,0.0,62,37,False
10/02/1968,0.0,57,37,False
11/02/1968,0.0,54,30,False
12/02/1968,0.0,63,38,False
13/02/1968,0.0,55,38,False
14/02/1968,0.0,53,35,False
15/02/1968,0.0,53,33,False
16/02/1968,0.0,54,34,False
17/02/1968,0.45,53,44,True
18/02/1968,1.63,54,50,True
19/02/1968,0.35,55,50,True
20/02/1968,0.23,55,47,True
21/02/1968,0.13,55,48,True
22/02/1968,0.37,55,48,True
23/02/1968,0.62,56,49,True
24/02/1968,0.0,59,45,False
25/02/1968,0.01,55,39,True
26/02/1968,0.0,59,44,False
27/02/1968,0.0,70,45,False
28/02/1968,0.0,68,40,False
29/02/1968,0.0,68,40,False
01/03/1968,0.0,62,47,False
02/03/1968,0.0,59,46,False
03/03/1968,0.0,58,45,False
04/03/1968,0.39,58,48,True
05/03/1968,0.31,56,43,True
06/03/1968,0.0,52,40,False
07/03/1968,0.1,49,39,True
08/03/1968,0.0,52,34,False
09/03/1968,0.0,52,33,False
10/03/1968,0.0,56,41,False
11/03/1968,0.51,55,44,True
12/03/1968,0.25,57,45,True
13/03/1968,0.03,53,42,True
14/03/1968,0.38,53,42,True
15/03/1968,0.79,49,43,True
16/03/1968,0.45,50,42,True
17/03/1968,0.01,52,40,True
18/03/1968,0.0,54,36,False
19/03/1968,0.0,58,38,False
20/03/1968,0.0,69,39,False
21/03/1968,0.0,68,44,False
22/03/1968,0.0,63,49,False
23/03/1968,0.3,58,45,True
24/03/1968,0.1,56,42,True
25/03/1968,0.51,52,43,True
26/03/1968,0.16,55,43,True
27/03/1968,0.64,48,44,True
28/03/1968,0.13,52,44,True
29/03/1968,0.02,53,38,True
30/03/1968,0.0,54,32,False
31/03/1968,0.0,56,42,False
01/04/1968,0.01,55,44,True
02/04/1968,0.01,59,45,True
03/04/1968,0.0,58,45,False
04/04/1968,0.08,53,43,True
05/04/1968,0.0,55,39,False
06/04/1968,0.01,53,42,True
07/04/1968,0.0,54,42,False
08/04/1968,0.0,55,40,False
09/04/1968,0.0,66,40,False
10/04/1968,0.07,59,40,True
11/04/1968,0.0,53,36,False
12/04/1968,0.02,47,33,True
13/04/1968,0.0,50,33,False
14/04/1968,0.44,48,42,True
15/04/1968,0.01,52,36,True
16/04/1968,0.12,50,35,True
17/04/1968,0.0,55,34,False
18/04/1968,0.3,49,39,True
19/04/1968,0.0,52,37,False
20/04/1968,0.0,54,36,False
21/04/1968,0.0,55,38,False
22/04/1968,0.0,64,39,False
23/04/1968,0.24,60,44,True
24/04/1968,0.0,53,43,False
25/04/1968,0.0,56,47,False
26/04/1968,0.0,58,44,False
27/04/1968,0.0,69,43,False
28/04/1968,0.0,76,46,False
29/04/1968,0.0,71,49,False
30/04/1968,0.02,58,46,True
01/05/1968,0.0,60,41,False
02/05/1968,0.0,65,43,False
03/05/1968,0.0,68,45,False
04/05/1968,0.0,59,42,False
05/05/1968,0.11,51,41,True
06/05/1968,0.0,57,44,False
07/05/1968,0.0,62,44,False
08/05/1968,0.0,71,45,False
09/05/1968,0.0,74,53,False
10/05/1968,0.0,66,50,False
11/05/1968,0.0,67,48,False
12/05/1968,0.01,56,46,True
13/05/1968,0.0,59,44,False
14/05/1968,0.0,67,50,False
15/05/1968,0.0,67,47,False
16/05/1968,0.0,76,48,False
17/05/1968,0.0,80,47,False
18/05/1968,0.0,79,50,False
19/05/1968,0.7,71,57,True
20/05/1968,0.22,65,52,True
21/05/1968,0.0,64,50,False
22/05/1968,0.0,66,52,False
23/05/1968,0.02,66,50,True
24/05/1968,0.0,68,51,False
25/05/1968,0.15,63,53,True
26/05/1968,0.0,66,51,False
27/05/1968,0.05,67,52,True
28/05/1968,0.0,69,54,False
29/05/1968,0.03,65,52,True
30/05/1968,0.0,67,51,False
31/05/1968,0.38,65,51,True
01/06/1968,1.75,60,54,True
02/06/1968,0.28,68,53,True
03/06/1968,0.0,67,52,False
04/06/1968,0.0,71,51,False
05/06/1968,0.0,74,50,False
06/06/1968,0.0,63,51,False
07/06/1968,0.0,62,51,False
08/06/1968,0.0,61,52,False
09/06/1968,0.0,67,51,False
10/06/1968,0.02,70,55,True
11/06/1968,0.0,64,50,False
12/06/1968,0.0,66,48,False
13/06/1968,0.05,64,52,True
14/06/1968,0.0,70,49,False
15/06/1968,0.0,75,50,False
16/06/1968,0.0,72,53,False
17/06/1968,0.0,74,52,False
18/06/1968,0.0,81,53,False
19/06/1968,0.09,67,54,True
20/06/1968,0.0,70,51,False
21/06/1968,0.05,67,49,True
22/06/1968,0.03,65,53,True
23/06/1968,0.0,75,54,False
24/06/1968,0.0,82,58,False
25/06/1968,0.0,87,61,False
26/06/1968,0.3,71,59,True
27/06/1968,0.19,62,51,True
28/06/1968,0.26,60,50,True
29/06/1968,0.0,68,48,False
30/06/1968,0.0,72,51,False
01/07/1968,0.0,87,55,False
02/07/1968,0.0,92,62,False
03/07/1968,0.0,87,57,False
04/07/1968,0.0,77,57,False
05/07/1968,0.0,80,58,False
06/07/1968,0.0,85,55,False
07/07/1968,0.0,85,56,False
08/07/1968,0.0,85,60,False
09/07/1968,0.0,76,56,False
10/07/1968,0.0,78,60,False
11/07/1968,0.11,67,60,True
12/07/1968,0.45,66,55,True
13/07/1968,0.05,72,50,True
14/07/1968,0.0,68,56,False
15/07/1968,0.01,68,53,True
16/07/1968,0.0,72,50,False
17/07/1968,0.0,74,56,False
18/07/1968,0.0,76,54,False
19/07/1968,0.21,68,53,True
20/07/1968,0.0,70,54,False
21/07/1968,0.0,72,52,False
22/07/1968,0.0,71,54,False
23/07/1968,0.0,74,53,False
24/07/1968,0.0,81,56,False
25/07/1968,0.0,78,56,False
26/07/1968,0.0,82,55,False
27/07/1968,0.0,88,58,False
28/07/1968,0.0,87,59,False
29/07/1968,0.0,81,56,False
30/07/1968,0.0,85,56,False
31/07/1968,0.0,91,59,False
01/08/1968,0.0,90,62,False
02/08/1968,0.0,78,56,False
03/08/1968,0.0,72,57,False
04/08/1968,0.0,73,57,False
05/08/1968,0.0,71,57,False
06/08/1968,0.0,74,53,False
07/08/1968,0.0,78,52,False
08/08/1968,0.0,79,55,False
09/08/1968,0.0,85,57,False
10/08/1968,0.0,87,60,False
11/08/1968,0.0,79,53,False
12/08/1968,0.0,76,54,False
13/08/1968,0.15,65,53,True
14/08/1968,1.6,58,56,True
15/08/1968,0.0,67,56,False
16/08/1968,0.0,69,56,False
17/08/1968,0.02,69,56,True
18/08/1968,0.14,66,54,True
19/08/1968,0.07,61,52,True
20/08/1968,0.0,69,53,False
21/08/1968,0.0,71,52,False
22/08/1968,0.16,67,57,True
23/08/1968,1.21,65,56,True
24/08/1968,0.1,61,54,True
25/08/1968,0.59,60,54,True
26/08/1968,0.38,74,53,True
27/08/1968,0.15,67,56,True
28/08/1968,0.01,72,57,True
29/08/1968,0.0,75,53,False
30/08/1968,0.0,76,55,False
31/08/1968,0.0,79,57,False
01/09/1968,0.14,63,58,True
02/09/1968,0.0,67,55,False
03/09/1968,0.0,72,53,False
04/09/1968,0.0,76,55,False
05/09/1968,0.0,80,57,False
06/09/1968,0.0,75,60,False
07/09/1968,0.0,72,59,False
08/09/1968,0.0,73,55,False
09/09/1968,0.0,68,53,False
10/09/1968,0.0,70,57,False
11/09/1968,0.16,64,56,True
12/09/1968,0.0,65,53,False
13/09/1968,0.02,60,54,True
14/09/1968,0.44,63,54,True
15/09/1968,0.0,66,54,False
16/09/1968,0.06,61,54,True
17/09/1968,0.56,60,52,True
18/09/1968,0.3,56,48,True
19/09/1968,0.23,55,47,True
20/09/1968,0.0,59,46,False
21/09/1968,0.0,59,46,False
22/09/1968,0.01,59,48,True
23/09/1968,0.01,66,55,True
24/09/1968,0.0,69,49,False
25/09/1968,0.0,69,51,False
26/09/1968,0.0,66,52,False
27/09/1968,0.0,60,49,False
28/09/1968,0.0,67,45,False
29/09/1968,0.0,71,47,False
30/09/1968,0.0,64,47,False
01/10/1968,0.0,58,46,False
02/10/1968,0.0,62,42,False
03/10/1968,0.0,68,42,False
04/10/1968,0.34,62,48,True
05/10/1968,0.2,59,46,True
06/10/1968,0.0,59,47,False
07/10/1968,0.0,56,45,False
08/10/1968,0.0,54,41,False
09/10/1968,0.27,55,43,True
10/10/1968,0.14,54,47,True
11/10/1968,0.17,53,46,True
12/10/1968,0.6,48,46,True
13/10/1968,0.44,55,45,True
14/10/1968,0.18,54,45,True
15/10/1968,0.06,56,45,True
16/10/1968,0.0,56,42,False
17/10/1968,0.48,55,43,True
18/10/1968,0.0,54,42,False
19/10/1968,0.41,51,46,True
20/10/1968,0.3,56,45,True
21/10/1968,0.21,52,45,True
22/10/1968,0.0,54,49,False
23/10/1968,0.0,66,52,False
24/10/1968,0.0,66,48,False
25/10/1968,0.07,56,46,True
26/10/1968,0.0,60,42,False
27/10/1968,0.0,67,47,False
28/10/1968,0.0,62,52,False
29/10/1968,0.3,64,52,True
30/10/1968,0.15,55,44,True
31/10/1968,0.0,52,40,False
01/11/1968,0.0,54,36,False
02/11/1968,0.44,54,45,True
03/11/1968,0.0,52,39,False
04/11/1968,0.0,52,35,False
05/11/1968,0.02,51,41,True
06/11/1968,0.0,55,38,False
07/11/1968,0.06,55,46,True
08/11/1968,0.8,59,47,True
09/11/1968,0.08,57,45,True
10/11/1968,0.48,48,45,True
11/11/1968,1.45,57,47,True
12/11/1968,0.02,49,42,True
13/11/1968,0.0,49,38,False
14/11/1968,0.0,50,38,False
15/11/1968,0.0,45,36,False
16/11/1968,0.0,44,36,False
17/11/1968,0.04,51,41,True
18/11/1968,0.08,55,45,True
19/11/1968,0.0,59,46,False
20/11/1968,0.21,58,46,True
21/11/1968,0.56,54,45,True
22/11/1968,0.3,54,47,True
23/11/1968,0.0,55,45,False
24/11/1968,0.16,52,42,True
25/11/1968,0.0,50,42,False
26/11/1968,0.17,47,42,True
27/11/1968,0.0,50,44,False
28/11/1968,0.0,49,38,False
29/11/1968,0.88,50,38,True
30/11/1968,0.11,43,37,True
01/12/1968,0.03,42,37,True
02/12/1968,0.15,49,37,True
03/12/1968,1.85,51,35,True
04/12/1968,0.12,40,35,True
05/12/1968,0.13,42,36,True
06/12/1968,0.0,44,32,False
07/12/1968,0.88,46,41,True
08/12/1968,0.21,47,41,True
09/12/1968,0.28,53,42,True
10/12/1968,0.72,45,41,True
11/12/1968,0.39,47,39,True
12/12/1968,0.0,44,34,False
13/12/1968,0.02,47,41,True
14/12/1968,0.14,51,41,True
15/12/1968,0.53,52,41,True
16/12/1968,0.0,42,37,False
17/12/1968,0.08,43,36,True
18/12/1968,0.42,43,28,True
19/12/1968,0.0,34,27,False
20/12/1968,0.0,33,24,False
21/12/1968,0.12,35,29,True
22/12/1968,0.26,38,33,True
23/12/1968,0.6,46,37,True
24/12/1968,0.35,49,41,True
25/12/1968,0.0,44,33,False
26/12/1968,0.02,42,35,True
27/12/1968,0.02,37,20,True
28/12/1968,0.01,22,13,True
29/12/1968,0.0,17,8,False
30/12/1968,0.15,18,6,True
31/12/1968,1.07,34,13,True
01/01/1969,0.12,43,33,True
02/01/1969,0.0,42,37,False
03/01/1969,0.35,43,37,True
04/01/1969,0.22,55,42,True
05/01/1969,0.61,51,42,True
06/01/1969,0.71,45,40,True
07/01/1969,0.01,42,34,True
08/01/1969,0.21,38,32,True
09/01/1969,0.19,41,35,True
10/01/1969,0.35,43,35,True
11/01/1969,0.21,39,34,True
12/01/1969,0.16,39,29,True
13/01/1969,0.35,39,32,True
14/01/1969,0.23,40,33,True
15/01/1969,0.35,39,33,True
16/01/1969,0.13,37,33,True
17/01/1969,0.01,35,30,True
18/01/1969,0.0,35,28,False
19/01/1969,0.08,37,31,True
20/01/1969,0.04,36,25,True
21/01/1969,0.01,31,25,True
22/01/1969,0.0,29,23,False
23/01/1969,0.0,29,17,False
24/01/1969,0.0,30,18,False
25/01/1969,0.04,30,25,True
26/01/1969,0.15,27,23,True
27/01/1969,0.51,27,21,True
28/01/1969,0.04,22,15,True
29/01/1969,0.23,27,19,True
30/01/1969,0.1,30,22,True
31/01/1969,0.3,40,28,True
01/02/1969,0.0,39,35,False
02/02/1969,0.33,42,35,True
03/02/1969,0.04,47,39,True
04/02/1969,0.47,45,35,True
05/02/1969,0.0,41,31,False
06/02/1969,0.0,42,31,False
07/02/1969,0.39,44,32,True
08/02/1969,1.05,48,37,True
09/02/1969,0.04,46,37,True
10/02/1969,0.33,51,40,True
11/02/1969,0.14,51,41,True
12/02/1969,0.01,45,36,True
13/02/1969,0.0,47,35,False
14/02/1969,0.0,49,37,False
15/02/1969,0.1,54,43,True
16/02/1969,0.22,52,39,True
17/02/1969,0.0,57,38,False
18/02/1969,0.0,54,38,False
19/02/1969,0.0,50,37,False
20/02/1969,0.0,47,37,False
21/02/1969,0.0,49,32,False
22/02/1969,0.0,49,38,False
23/02/1969,0.04,43,35,True
24/02/1969,0.0,54,33,False
25/02/1969,0.0,49,36,False
26/02/1969,0.0,50,35,False
27/02/1969,0.0,54,35,False
28/02/1969,0.0,54,39,False
01/03/1969,0.03,53,41,True
02/03/1969,0.0,56,44,False
03/03/1969,0.13,45,41,True
04/03/1969,0.04,46,39,True
05/03/1969,0.48,49,40,True
06/03/1969,0.06,49,37,True
07/03/1969,0.0,50,33,False
08/03/1969,0.0,51,34,False
09/03/1969,0.0,51,35,False
10/03/1969,0.0,53,33,False
11/03/1969,0.0,53,32,False
12/03/1969,0.0,52,32,False
13/03/1969,0.0,53,33,False
14/03/1969,0.0,52,35,False
15/03/1969,0.05,54,42,True
16/03/1969,0.58,58,41,True
17/03/1969,0.45,56,44,True
18/03/1969,0.01,51,39,True
19/03/1969,0.02,52,42,True
20/03/1969,0.0,55,39,False
21/03/1969,0.0,58,38,False
22/03/1969,0.06,50,41,True
23/03/1969,0.0,55,39,False
24/03/1969,0.0,59,36,False
25/03/1969,0.0,64,41,False
26/03/1969,0.0,70,41,False
27/03/1969,0.0,56,45,False
28/03/1969,0.0,61,40,False
29/03/1969,0.01,60,41,True
30/03/1969,0.08,67,50,True
31/03/1969,0.2,55,45,True
01/04/1969,0.36,53,40,True
02/04/1969,0.22,48,38,True
03/04/1969,0.1,53,35,True
04/04/1969,0.42,50,44,True
05/04/1969,0.09,55,43,True
06/04/1969,0.34,55,43,True
07/04/1969,0.0,53,41,False
08/04/1969,0.0,66,37,False
09/04/1969,0.13,56,44,True
10/04/1969,0.0,59,41,False
11/04/1969,0.0,68,44,False
12/04/1969,0.05,64,49,True
13/04/1969,0.0,53,44,False
14/04/1969,0.0,57,42,False
15/04/1969,0.0,58,42,False
16/04/1969,0.06,57,43,True
17/04/1969,0.58,56,43,True
18/04/1969,0.12,53,41,True
19/04/1969,0.33,54,40,True
20/04/1969,0.03,55,40,True
21/04/1969,0.0,66,45,False
22/04/1969,0.08,55,45,True
23/04/1969,0.34,56,42,True
24/04/1969,0.0,53,39,False
25/04/1969,0.0,55,36,False
26/04/1969,0.0,62,36,False
27/04/1969,0.04,66,49,True
28/04/1969,0.12,53,38,True
29/04/1969,0.0,52,39,False
30/04/1969,0.04,49,39,True
01/05/1969,0.32,50,40,True
02/05/1969,0.01,55,39,True
03/05/1969,0.08,55,39,True
04/05/1969,0.0,62,36,False
05/05/1969,0.0,66,45,False
06/05/1969,0.0,68,45,False
07/05/1969,0.0,75,49,False
08/05/1969,0.0,84,52,False
09/05/1969,0.0,70,52,False
10/05/1969,0.0,62,47,False
11/05/1969,0.0,72,48,False
12/05/1969,0.0,72,50,False
13/05/1969,0.0,74,50,False
14/05/1969,0.0,63,47,False
15/05/1969,0.0,67,42,False
16/05/1969,0.0,69,49,False
17/05/1969,0.0,75,48,False
18/05/1969,0.0,71,52,False
19/05/1969,0.0,62,52,False
20/05/1969,0.0,67,52,False
21/05/1969,0.0,81,52,False
22/05/1969,0.0,86,56,False
23/05/1969,0.02,90,56,True
24/05/1969,0.17,67,52,True
25/05/1969,0.09,68,48,True
26/05/1969,0.25,67,50,True
27/05/1969,0.16,60,50,True
28/05/1969,0.0,59,47,False
29/05/1969,1.83,59,51,True
30/05/1969,0.0,59,49,False
31/05/1969,0.0,71,47,False
01/06/1969,0.0,78,52,False
02/06/1969,0.0,77,55,False
03/06/1969,0.0,80,56,False
04/06/1969,0.0,83,59,False
05/06/1969,0.0,73,53,False
06/06/1969,0.0,62,54,False
07/06/1969,0.0,69,53,False
08/06/1969,0.0,78,59,False
09/06/1969,0.0,81,58,False
10/06/1969,0.0,67,54,False
11/06/1969,0.0,72,55,False
12/06/1969,0.0,71,55,False
13/06/1969,0.0,73,56,False
14/06/1969,0.0,78,57,False
15/06/1969,0.0,84,55,False
16/06/1969,0.0,88,60,False
17/06/1969,0.0,91,61,False
18/06/1969,0.0,84,57,False
19/06/1969,0.0,69,56,False
20/06/1969,0.0,64,55,False
21/06/1969,0.0,68,54,False
22/06/1969,0.05,67,57,True
23/06/1969,0.58,62,55,True
24/06/1969,0.03,62,50,True
25/06/1969,0.14,65,50,True
26/06/1969,0.0,69,49,False
27/06/1969,0.11,69,53,True
28/06/1969,0.0,69,53,False
29/06/1969,0.0,72,56,False
30/06/1969,0.0,78,55,False
01/07/1969,0.01,83,57,True
02/07/1969,0.0,67,57,False
03/07/1969,0.05,66,53,True
04/07/1969,0.01,68,53,True
05/07/1969,0.0,71,50,False
06/07/1969,0.0,71,53,False
07/07/1969,0.0,71,55,False
08/07/1969,0.0,78,56,False
09/07/1969,0.0,83,57,False
10/07/1969,0.2,63,53,True
11/07/1969,0.0,72,54,False
12/07/1969,0.0,71,53,False
13/07/1969,0.0,71,54,False
14/07/1969,0.0,71,52,False
15/07/1969,0.0,76,50,False
16/07/1969,0.0,78,52,False
17/07/1969,0.0,78,51,False
18/07/1969,0.0,81,52,False
19/07/1969,0.0,84,54,False
20/07/1969,0.0,68,54,False
21/07/1969,0.0,77,51,False
22/07/1969,0.0,85,57,False
23/07/1969,0.0,85,61,False
24/07/1969,0.0,79,56,False
25/07/1969,0.0,73,53,False
26/07/1969,0.0,78,52,False
27/07/1969,0.0,81,56,False
28/07/1969,0.0,70,55,False
29/07/1969,0.0,76,54,False
30/07/1969,0.0,84,54,False
31/07/1969,0.0,74,57,False
01/08/1969,0.0,69,55,False
02/08/1969,0.0,71,55,False
03/08/1969,0.0,73,52,False
04/08/1969,0.04,71,55,True
05/08/1969,0.17,72,54,True
06/08/1969,0.0,72,52,False
07/08/1969,0.0,69,56,False
08/08/1969,0.0,74,54,False
09/08/1969,0.0,78,55,False
10/08/1969,0.0,69,56,False
11/08/1969,0.0,73,56,False
12/08/1969,0.0,70,54,False
13/08/1969,0.0,78,58,False
14/08/1969,0.0,84,58,False
15/08/1969,0.01,68,56,True
16/08/1969,0.0,70,51,False
17/08/1969,0.0,76,52,False
18/08/1969,0.02,74,57,True
19/08/1969,0.0,72,58,False
20/08/1969,0.0,74,61,False
21/08/1969,0.0,75,59,False
22/08/1969,0.0,74,54,False
23/08/1969,0.0,81,54,False
24/08/1969,0.03,76,56,True
25/08/1969,0.0,74,59,False
26/08/1969,0.03,72,51,True
27/08/1969,0.15,65,54,True
28/08/1969,0.0,68,55,False
29/08/1969,0.0,71,48,False
30/08/1969,0.0,75,51,False
31/08/1969,0.0,80,54,False
01/09/1969,0.0,83,57,False
02/09/1969,0.01,73,54,True
03/09/1969,0.0,68,52,False
04/09/1969,0.0,61,54,False
05/09/1969,0.0,70,51,False
06/09/1969,0.0,79,51,False
07/09/1969,0.0,85,56,False
08/09/1969,0.0,83,61,False
09/09/1969,0.0,84,57,False
10/09/1969,0.0,81,49,False
11/09/1969,0.0,81,56,False
12/09/1969,0.05,66,54,True
13/09/1969,0.23,65,48,True
14/09/1969,0.0,66,48,False
15/09/1969,0.0,67,43,False
16/09/1969,0.04,62,51,True
17/09/1969,1.26,67,53,True
18/09/1969,0.35,67,53,True
19/09/1969,0.74,61,55,True
20/09/1969,0.13,64,54,True
21/09/1969,0.13,65,53,True
22/09/1969,1.27,64,56,True
23/09/1969,0.44,63,54,True
24/09/1969,0.11,65,53,True
25/09/1969,0.02,65,53,True
26/09/1969,0.0,66,50,False
27/09/1969,0.03,61,52,True
28/09/1969,0.05,63,54,True
29/09/1969,0.37,61,53,True
30/09/1969,0.34,63,52,True
01/10/1969,0.06,61,51,True
02/10/1969,0.0,59,46,False
03/10/1969,0.0,59,46,False
04/10/1969,0.0,60,42,False
05/10/1969,0.0,65,43,False
06/10/1969,0.0,73,47,False
07/10/1969,0.49,62,53,True
08/10/1969,0.22,59,50,True
09/10/1969,0.01,60,47,True
10/10/1969,0.0,56,42,False
11/10/1969,0.0,58,37,False
12/10/1969,0.0,60,44,False
13/10/1969,0.0,58,40,False
14/10/1969,0.0,61,37,False
15/10/1969,0.0,67,44,False
16/10/1969,0.02,59,43,True
17/10/1969,0.0,55,37,False
18/10/1969,0.0,51,35,False
19/10/1969,0.0,52,37,False
20/10/1969,0.0,58,51,False
21/10/1969,0.0,70,47,False
22/10/1969,0.01,54,46,True
23/10/1969,0.0,55,41,False
24/10/1969,0.03,55,44,True
25/10/1969,0.0,61,44,False
26/10/1969,0.05,64,53,True
27/10/1969,0.18,58,49,True
28/10/1969,0.05,60,48,True
29/10/1969,0.06,58,51,True
30/10/1969,0.01,61,50,True
31/10/1969,0.0,66,51,False
01/11/1969,0.0,62,49,False
02/11/1969,0.01,61,50,True
03/11/1969,0.0,57,49,False
04/11/1969,1.54,57,48,True
05/11/1969,0.0,59,49,False
06/11/1969,0.01,55,49,True
07/11/1969,0.0,56,48,False
08/11/1969,0.03,50,47,True
09/11/1969,0.0,54,44,False
10/11/1969,0.04,54,48,True
11/11/1969,0.0,51,44,False
12/11/1969,0.0,54,48,False
13/11/1969,0.0,49,44,False
14/11/1969,0.0,46,40,False
15/11/1969,0.0,54,40,False
16/11/1969,0.0,45,38,False
17/11/1969,0.0,48,38,False
18/11/1969,0.0,53,42,False
19/11/1969,0.0,54,43,False
20/11/1969,0.29,47,44,True
21/11/1969,0.0,52,40,False
22/11/1969,0.0,44,36,False
23/11/1969,0.29,51,42,True
24/11/1969,0.0,48,38,False
25/11/1969,0.0,50,38,False
26/11/1969,0.0,49,37,False
27/11/1969,0.0,49,30,False
28/11/1969,0.0,41,31,False
29/11/1969,0.0,40,30,False
30/11/1969,0.0,49,30,False
01/12/1969,0.0,50,33,False
02/12/1969,0.0,55,36,False
03/12/1969,0.15,46,34,True
04/12/1969,0.0,50,41,False
05/12/1969,0.0,50,36,False
06/12/1969,0.0,49,42,False
07/12/1969,0.0,50,43,False
08/12/1969,0.26,47,41,True
09/12/1969,0.13,46,40,True
10/12/1969,0.12,46,37,True
11/12/1969,0.75,55,40,True
12/12/1969,0.83,51,43,True
13/12/1969,0.74,56,44,True
14/12/1969,0.13,54,45,True
15/12/1969,0.02,52,41,True
16/12/1969,0.24,46,40,True
17/12/1969,0.1,53,42,True
18/12/1969,0.2,54,46,True
19/12/1969,0.11,56,44,True
20/12/1969,0.15,54,48,True
21/12/1969,0.38,53,45,True
22/12/1969,0.58,49,45,True
23/12/1969,0.47,47,39,True
24/12/1969,0.0,47,36,False
25/12/1969,0.01,50,41,True
26/12/1969,0.31,47,39,True
27/12/1969,0.0,42,37,False
28/12/1969,0.0,47,39,False
29/12/1969,0.0,46,42,False
30/12/1969,0.0,46,41,False
31/12/1969,0.0,47,41,False
01/01/1970,0.0,42,35,False
02/01/1970,0.0,44,34,False
03/01/1970,0.0,41,33,False
04/01/1970,0.0,40,29,False
05/01/1970,0.0,41,30,False
06/01/1970,0.0,44,33,False
07/01/1970,0.0,45,38,False
08/01/1970,0.15,42,38,True
09/01/1970,0.17,42,33,True
10/01/1970,0.03,41,30,True
11/01/1970,0.02,44,36,True
12/01/1970,0.07,40,32,True
13/01/1970,1.63,50,38,True
14/01/1970,0.62,52,39,True
15/01/1970,0.0,40,32,False
16/01/1970,0.01,37,33,True
17/01/1970,0.54,45,35,True
18/01/1970,0.69,52,45,True
19/01/1970,0.67,52,46,True
20/01/1970,0.1,55,45,True
21/01/1970,0.32,55,46,True
22/01/1970,0.5,54,42,True
23/01/1970,0.02,52,45,True
24/01/1970,0.85,46,42,True
25/01/1970,0.41,44,38,True
26/01/1970,0.84,43,36,True
27/01/1970,0.16,43,35,True
28/01/1970,0.0,45,36,False
29/01/1970,0.0,45,33,False
30/01/1970,0.0,46,33,False
31/01/1970,0.42,49,43,True
01/02/1970,0.0,50,42,False
02/02/1970,0.0,48,42,False
03/02/1970,0.0,48,40,False
04/02/1970,0.0,42,37,False
05/02/1970,0.17,41,33,True
06/02/1970,0.0,54,41,False
07/02/1970,0.0,65,47,False
08/02/1970,0.0,65,43,False
09/02/1970,0.0,57,39,False
10/02/1970,0.0,59,45,False
11/02/1970,0.0,54,41,False
12/02/1970,0.08,58,49,True
13/02/1970,0.15,52,46,True
14/02/1970,0.09,51,40,True
15/02/1970,0.94,48,46,True
16/02/1970,0.3,51,46,True
17/02/1970,0.52,46,42,True
18/02/1970,0.0,48,42,False
19/02/1970,0.0,52,38,False
20/02/1970,0.0,57,38,False
21/02/1970,0.0,62,37,False
22/02/1970,0.01,55,36,True
23/02/1970,0.0,57,40,False
24/02/1970,0.0,60,39,False
25/02/1970,0.0,57,37,False
26/02/1970,0.0,57,35,False
27/02/1970,0.0,50,39,False
28/02/1970,0.0,50,36,False
01/03/1970,0.0,45,34,False
02/03/1970,0.06,48,30,True
03/03/1970,0.06,46,37,True
04/03/1970,0.0,51,39,False
05/03/1970,0.13,52,34,True
06/03/1970,1.18,53,43,True
07/03/1970,0.04,53,43,True
08/03/1970,0.0,51,35,False
09/03/1970,0.0,60,33,False
10/03/1970,0.0,60,36,False
11/03/1970,0.12,51,41,True
12/03/1970,0.35,51,43,True
13/03/1970,0.13,60,46,True
14/03/1970,0.58,55,47,True
15/03/1970,0.01,52,43,True
16/03/1970,0.03,49,40,True
17/03/1970,0.0,49,36,False
18/03/1970,0.0,53,33,False
19/03/1970,0.0,58,34,False
20/03/1970,0.3,54,42,True
21/03/1970,0.01,51,43,True
22/03/1970,0.0,54,40,False
23/03/1970,0.0,49,43,False
24/03/1970,0.0,53,39,False
25/03/1970,0.0,51,35,False
26/03/1970,0.03,55,43,True
27/03/1970,0.01,53,36,True
28/03/1970,0.12,54,44,True
29/03/1970,0.0,54,41,False
30/03/1970,0.0,58,36,False
31/03/1970,0.0,60,37,False
01/04/1970,0.29,52,43,True
02/04/1970,0.04,53,39,True
03/04/1970,0.0,56,36,False
04/04/1970,0.02,52,43,True
05/04/1970,0.13,55,49,True
06/04/1970,0.2,49,36,True
07/04/1970,0.0,47,35,False
08/04/1970,0.02,55,43,True
09/04/1970,0.92,55,45,True
10/04/1970,0.02,52,42,True
11/04/1970,0.03,52,38,True
12/04/1970,0.0,52,40,False
